1280	7.41653     2,116,066,166      410,746    1.83436       2,116,066,166      410,746
1312	3.89858     2,417,116,692      431,494    1.95962       2,417,116,692      431,494
1344	4.8446     2,513,584,357      452,754    2.11956       2,513,584,357      452,754
1376	4.10561     2,788,438,399      474,526    2.26198       2,788,438,399      474,526
1408	7.17333     2,841,000,447      496,810    2.46423       2,841,000,447      496,810
1440	4.3982     3,195,970,016      519,606    2.63688       3,195,970,016      519,606
1472	6.38642     3,302,293,683      542,914    2.84818       3,302,293,683      542,914
1504	5.39111     3,641,386,447      566,734    3.00688       3,641,386,447      566,734
1536	31.0822     3,640,467,256      591,066    3.2318       3,640,467,256      591,066
