1280	4.37509	2.336
1312	4.04636	2.53346
1344	4.64771	2.74506
1376	8.02659	2.92747
1408	5.86424	3.15221
1440	6.08925	3.34865
1472	7.06536	3.60063
1504	8.11405	3.85173
1536	14.8971	4.09476
