3072	13759029	3226341	4336081	3428044
3072	13759029	3226341	4266610	3226342
3072		4266610	3226342
3072	13828491	3428039	4336079	3428044
3328	16226370	4003000	5085816	4003000
3328	16226368	4003000	5085814	4003000
3584	18818889	4665030	5898641	4665034
3840	21600361	5332085	6768311	5332089
4096	24576947	6092291	7701507	6092295
