edgeDetector	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
edgeDetector_optLoops	1.039224	1.035903	1.060448	1.214918	1.274791	1.038901	
edgeDetector_par0	1.038975	1.051089	1.058966	1.211724	1.275825	1.035627	
edgeDetector_par1	3.113280	5.410049	4.037637	6.272816	6.609018	4.570053	
