3328	13835016	1974879	2759433	1974879
3072	11756086	1614226	2318913	1614230
3584	16043882	2290094	3198838	2290097
3328	13795242	1894095	2719659	1894095
3840	18416407	2628676	3670808	2628676
3584	15997473	2196350	3152426	2196353
3840	18362845	2521012	3617246	2521012
4096	20952494	2990594	4175290	2990597
4096	20891273	2868050	4114066	2868053
