700000	0.006348	0.005155	0.021569	0.019054
700000	0.002426	0.003193	0.000663	0.000910
700000	0.003894	0.003204	0.000652	0.000924
700000	0.002349	0.003212	0.000639	0.002244
700000	0.003591	0.003220	0.002171	0.000913
700000	0.003611	0.002757	0.003399	0.001203
700000	0.001865	0.002426	0.000748	0.000697
700000	0.002565	0.002138	0.002329	0.002132
700000	0.001509	0.002241	0.000612	0.001814
700000	0.001609	0.002276	0.001237	0.001358
700000	0.001515	0.002324	0.000579	0.001346
700000	0.001480	0.002314	0.001434	0.000860
700000	0.001448	0.002867	0.002690	0.006778
700000	0.001534	0.002371	0.001729	0.007297
700000	0.001441	0.002775	0.002856	0.000826
700000	0.001466	0.002284	0.006598	0.001529
700000	0.001826	0.002447	0.001717	0.000656
700000	0.002156	0.003195	0.000457	0.009342
700000	0.001498	0.002265	0.001111	0.001107
700000	0.001519	0.002240	0.000487	0.000684
700000	0.002492	0.003323	0.000457	0.002801
750000	0.001887	0.002527	0.001408	0.000698
750000	0.001725	0.002420	0.001162	0.000705
750000	0.001937	0.002338	0.000489	0.002195
750000	0.001543	0.002668	0.001531	0.001630
750000	0.003790	0.003793	0.000597	0.002195
750000	0.001601	0.002770	0.002300	0.019127
750000	0.001802	0.002516	0.008700	0.006195
750000	0.002635	0.002338	0.007220	0.002080
750000	0.002078	0.002564	0.000490	0.000685
750000	0.001563	0.003765	0.000526	0.006281
750000	0.001614	0.002428	0.000528	0.001635
750000	0.001638	0.002441	0.000890	0.000704
750000	0.002115	0.002383	0.000474	0.000877
750000	0.001527	0.003155	0.001215	0.001749
750000	0.001571	0.002356	0.001752	0.001911
750000	0.001601	0.002415	0.000485	0.000705
750000	0.001586	0.002514	0.000522	0.000705
750000	0.001556	0.002360	0.000643	0.000860
750000	0.001746	0.002667	0.001314	0.001304
750000	0.002299	0.002425	0.000526	0.000730
750000	0.002138	0.002370	0.003418	0.001250
800000	0.001721	0.002596	0.000507	0.000799
800000	0.002632	0.002523	0.000522	0.003525
800000	0.001772	0.002896	0.001584	0.000780
800000	0.001686	0.004285	0.000507	0.002062
800000	0.001704	0.002525	0.000891	0.001762
800000	0.001839	0.002586	0.000515	0.000730
800000	0.002546	0.004035	0.000549	0.002358
800000	0.001674	0.002516	0.000702	0.000908
800000	0.001981	0.002774	0.000531	0.000734
800000	0.003209	0.002679	0.002300	0.001056
800000	0.001688	0.003491	0.001014	0.001217
800000	0.002372	0.003304	0.000943	0.002201
800000	0.001679	0.002491	0.001335	0.001855
800000	0.001708	0.002579	0.000523	0.000798
800000	0.002586	0.002515	0.000506	0.005134
800000	0.001739	0.002563	0.001268	0.000789
800000	0.001704	0.003608	0.000653	0.005863
800000	0.001673	0.002582	0.002373	0.000732
800000	0.001750	0.002552	0.001974	0.001058
800000	0.001636	0.003205	0.000840	0.000844
800000	0.002283	0.003265	0.001893	0.000897
850000	0.001800	0.002766	0.001630	0.000782
850000	0.004073	0.002643	0.002942	0.002081
850000	0.001787	0.002710	0.000541	0.000856
850000	0.001790	0.002796	0.008292	0.000849
850000	0.002530	0.004294	0.001616	0.001013
850000	0.001797	0.002665	0.000761	0.000828
850000	0.001817	0.003034	0.001291	0.001031
850000	0.001737	0.002672	0.000747	0.002090
850000	0.001933	0.004169	0.000538	0.002853
850000	0.002002	0.002984	0.001565	0.000806
850000	0.002520	0.002648	0.003302	0.002128
850000	0.001808	0.002846	0.000560	0.000878
850000	0.002001	0.002607	0.004440	0.001792
850000	0.002289	0.003519	0.000541	0.000913
850000	0.001819	0.002764	0.001694	0.001149
850000	0.001813	0.002836	0.000669	0.001826
850000	0.001901	0.002753	0.001644	0.000772
850000	0.003761	0.002673	0.002279	0.001663
850000	0.001845	0.002646	0.000554	0.000990
850000	0.001787	0.002643	0.000812	0.001891
850000	0.002502	0.003659	0.000557	0.000954
900000	0.001979	0.002863	0.001424	0.000850
900000	0.002276	0.002784	0.002501	0.001047
900000	0.001950	0.003468	0.000573	0.000843
900000	0.002481	0.003008	0.003199	0.000837
900000	0.002857	0.004329	0.000569	0.000995
900000	0.001869	0.002935	0.000735	0.000909
900000	0.002762	0.004863	0.000557	0.005786
900000	0.001948	0.002876	0.000577	0.000928
900000	0.001921	0.003037	0.007702	0.000862
900000	0.002083	0.003098	0.005191	0.000844
900000	0.001896	0.004320	0.000564	0.003289
900000	0.003368	0.003356	0.023510	0.000858
900000	0.001878	0.002954	0.000822	0.001255
900000	0.002715	0.005108	0.000603	0.005539
900000	0.002228	0.002971	0.001360	0.002838
900000	0.001927	0.002910	0.001681	0.000896
900000	0.002532	0.002912	0.004857	0.000820
900000	0.002581	0.003459	0.016927	0.003350
900000	0.002132	0.003080	0.001460	0.000967
900000	0.001891	0.002822	0.001531	0.000940
900000	0.002054	0.002969	0.001199	0.003334
950000	0.002050	0.003638	0.000599	0.000849
950000	0.001971	0.003102	0.001186	0.000853
950000	0.001970	0.002977	0.000795	0.000880
950000	0.002026	0.004614	0.000649	0.003126
950000	0.002281	0.003563	0.001551	0.002190
950000	0.001978	0.003093	0.000655	0.000942
950000	0.003565	0.002980	0.003047	0.000924
950000	0.002212	0.003588	0.000989	0.005124
950000	0.002020	0.003601	0.000668	0.002283
950000	0.002003	0.003053	0.001611	0.001016
950000	0.001951	0.003508	0.009977	0.003015
950000	0.002313	0.004702	0.002427	0.005954
950000	0.002091	0.002990	0.001443	0.000907
950000	0.002028	0.003031	0.000871	0.000853
950000	0.002384	0.004138	0.000596	0.001052
950000	0.002021	0.003073	0.001184	0.000885
950000	0.002593	0.003216	0.004505	0.000866
