0	0.286858	3.141593 
1	0.412767	3.141593 
2	0.380617	3.141593 
3	0.061033	3.141593 
4	0.047418	3.141593 
5	0.044049	3.141593 
6	0.379383	3.141593 
7	0.038484	3.141593 
0	0.285575	3.141593 
1	0.383521	3.141593 
2	0.379361	3.141593 
3	0.061553	3.141593 
4	0.041829	3.141593 
5	0.042805	3.141593 
6	0.363567	3.141593 
7	0.047390	3.141593 
0	0.279402	3.141593 
1	0.384912	3.141593 
2	0.397117	3.141593 
3	0.057641	3.141593 
4	0.041529	3.141593 
5	0.042559	3.141593 
6	0.361458	3.141593 
7	0.038164	3.141593 
0	0.279002	3.141593 
1	0.394301	3.141593 
2	0.383857	3.141593 
3	0.058312	3.141593 
4	0.042883	3.141593 
5	0.043523	3.141593 
6	0.362149	3.141593 
7	0.038539	3.141593 
0	0.279275	3.141593 
1	0.379839	3.141593 
2	0.383545	3.141593 
3	0.066787	3.141593 
4	0.053627	3.141593 
5	0.043249	3.141593 
6	0.382719	3.141593 
7	0.037218	3.141593 
0	0.281182	3.141593 
1	0.380558	3.141593 
2	0.403165	3.141593 
3	0.061896	3.141593 
4	0.042321	3.141593 
5	0.043654	3.141593 
6	0.365842	3.141593 
7	0.036960	3.141593 
0	0.279164	3.141593 
1	0.413390	3.141593 
2	0.380850	3.141593 
3	0.058900	3.141593 
4	0.043674	3.141593 
5	0.042601	3.141593 
6	0.370338	3.141593 
7	0.036589	3.141593 
0	0.279342	3.141593 
1	0.385585	3.141593 
2	0.381492	3.141593 
3	0.060843	3.141593 
4	0.041694	3.141593 
5	0.057839	3.141593 
6	0.394179	3.141593 
7	0.041795	3.141593 
0	0.280052	3.141593 
1	0.377546	3.141593 
2	0.384109	3.141593 
3	0.058449	3.141593 
4	0.042703	3.141593 
5	0.042046	3.141593 
6	0.375653	3.141593 
7	0.036769	3.141593 
0	0.279819	3.141593 
1	0.381997	3.141593 
2	0.408644	3.141593 
3	0.059209	3.141593 
4	0.041757	3.141593 
5	0.041785	3.141593 
6	0.366070	3.141593 
7	0.042620	3.141593 
0	0.278893	3.141593 
1	0.381946	3.141593 
2	0.395084	3.141593 
3	0.058024	3.141593 
4	0.046544	3.141593 
5	0.042050	3.141593 
6	0.365861	3.141593 
7	0.036953	3.141593 
0	0.278909	3.141593 
1	0.376897	3.141593 
2	0.414899	3.141593 
3	0.061947	3.141593 
4	0.042147	3.141593 
5	0.043606	3.141593 
6	0.368493	3.141593 
7	0.035713	3.141593 
0	0.278871	3.141593 
1	0.380567	3.141593 
2	0.404013	3.141593 
3	0.060235	3.141593 
4	0.046484	3.141593 
5	0.043902	3.141593 
6	0.371954	3.141593 
7	0.041688	3.141593 
0	0.280142	3.141593 
1	0.407518	3.141593 
2	0.409970	3.141593 
3	0.062370	3.141593 
4	0.043532	3.141593 
5	0.043479	3.141593 
6	0.368661	3.141593 
7	0.038570	3.141593 
0	0.279126	3.141593 
1	0.406186	3.141593 
2	0.381242	3.141593 
3	0.058822	3.141593 
4	0.041818	3.141593 
5	0.042603	3.141593 
6	0.363701	3.141593 
7	0.038320	3.141593 
0	0.286769	3.141593 
1	0.410391	3.141593 
2	0.424410	3.141593 
3	0.070160	3.141593 
4	0.063914	3.141593 
5	0.061286	3.141593 
6	0.384159	3.141593 
7	0.039305	3.141593 
0	0.281650	3.141593 
1	0.390693	3.141593 
2	0.407016	3.141593 
3	0.062477	3.141593 
4	0.046369	3.141593 
5	0.045880	3.141593 
6	0.396386	3.141593 
7	0.043095	3.141593 
0	0.285503	3.141593 
1	0.356013	3.141593 
2	0.348267	3.141593 
3	0.060103	3.141593 
4	0.043155	3.141593 
5	0.047291	3.141593 
6	0.364131	3.141593 
7	0.037996	3.141593 
0	0.279562	3.141593 
1	0.393119	3.141593 
2	0.403470	3.141593 
3	0.062272	3.141593 
4	0.043668	3.141593 
5	0.043661	3.141593 
6	0.367840	3.141593 
7	0.039642	3.141593 
0	0.278791	3.141593 
1	0.381626	3.141593 
2	0.393959	3.141593 
3	0.059930	3.141593 
4	0.042284	3.141593 
5	0.042702	3.141593 
6	0.380842	3.141593 
7	0.037950	3.141593 
